customer_id,locality_id,customer_segment,age_group,preferred_cuisine,order_frequency,order_weight,order_probability
C02542,8,Family,36-45,Chinese,Regular,2,0.0002232142857142857
C02543,4,Family,26-35,Pizza,Regular,2,0.0002232142857142857
C02544,2,Young Professional,26-35,Momos,Regular,2,0.0002232142857142857
C02545,10,Working Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C02546,9,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C02547,5,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C02548,4,Young Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C02549,2,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C02550,1,Family,18-25,Biryani,Occasional,1,0.00011160714285714285
C02551,7,Student,18-25,Biryani,Occasional,1,0.00011160714285714285
C02552,6,Family,46-55,Cafe,Occasional,1,0.00011160714285714285
C02553,2,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C02554,8,Working Professional,36-45,North Indian,Frequent,4,0.0004464285714285714
C02555,4,Working Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C02556,8,Student,26-35,Biryani,Frequent,4,0.0004464285714285714
C02557,7,Student,36-45,Momos,Regular,2,0.0002232142857142857
C02558,5,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C02559,10,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C02560,10,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C02561,8,Student,26-35,Chinese,Regular,2,0.0002232142857142857
C02562,9,Student,26-35,South Indian,Regular,2,0.0002232142857142857
C02563,5,Young Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C02564,10,Working Professional,26-35,South Indian,Occasional,1,0.00011160714285714285
C02565,5,Family,18-25,Desserts,Occasional,1,0.00011160714285714285
C02566,2,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C02567,5,Family,18-25,Biryani,Occasional,1,0.00011160714285714285
C02568,3,Student,18-25,Pizza,Occasional,1,0.00011160714285714285
C02569,7,Young Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C02570,10,Student,26-35,Biryani,Frequent,4,0.0004464285714285714
C02571,5,Family,18-25,Desserts,Occasional,1,0.00011160714285714285
C02572,8,Working Professional,46-55,Cafe,Frequent,4,0.0004464285714285714
C02573,1,Family,36-45,South Indian,Occasional,1,0.00011160714285714285
C02574,3,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C02575,3,Working Professional,36-45,Cafe,Occasional,1,0.00011160714285714285
C02576,9,Student,26-35,Chinese,Regular,2,0.0002232142857142857
C02577,5,Family,18-25,North Indian,Frequent,4,0.0004464285714285714
C02578,9,Young Professional,46-55,Biryani,Regular,2,0.0002232142857142857
C02579,9,Young Professional,18-25,South Indian,Occasional,1,0.00011160714285714285
C02580,1,Student,46-55,Pizza,Regular,2,0.0002232142857142857
C02581,2,Working Professional,26-35,Desserts,Occasional,1,0.00011160714285714285
C02582,5,Young Professional,26-35,Cafe,Frequent,4,0.0004464285714285714
C02583,4,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C02584,10,Family,26-35,Desserts,Occasional,1,0.00011160714285714285
C02585,9,Young Professional,18-25,Momos,Regular,2,0.0002232142857142857
C02586,7,Young Professional,26-35,Momos,Regular,2,0.0002232142857142857
C02587,6,Working Professional,36-45,South Indian,Occasional,1,0.00011160714285714285
C02588,7,Working Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C02589,1,Working Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C02590,1,Family,26-35,Chinese,Regular,2,0.0002232142857142857
C02591,8,Student,46-55,Cafe,Regular,2,0.0002232142857142857
C02592,2,Student,26-35,Biryani,Regular,2,0.0002232142857142857
C02593,10,Working Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C02594,9,Student,56+,Pizza,Regular,2,0.0002232142857142857
C02595,7,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C02596,6,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C02597,1,Working Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C02598,1,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C02599,2,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C02600,6,Student,18-25,Pizza,Occasional,1,0.00011160714285714285
C02601,6,Family,36-45,Chinese,Regular,2,0.0002232142857142857
C02602,2,Young Professional,18-25,Desserts,Occasional,1,0.00011160714285714285
C02603,1,Working Professional,46-55,North Indian,Regular,2,0.0002232142857142857
C02604,10,Working Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C02605,5,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C02606,5,Student,18-25,Biryani,Regular,2,0.0002232142857142857
C02607,2,Working Professional,36-45,Burgers,Occasional,1,0.00011160714285714285
C02608,6,Working Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C02609,9,Student,26-35,Chinese,Regular,2,0.0002232142857142857
C02610,2,Young Professional,46-55,Momos,Occasional,1,0.00011160714285714285
C02611,10,Young Professional,18-25,Desserts,Regular,2,0.0002232142857142857
C02612,2,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C02613,3,Student,46-55,Pizza,Occasional,1,0.00011160714285714285
C02614,7,Student,46-55,Chinese,Regular,2,0.0002232142857142857
C02615,6,Family,46-55,South Indian,Occasional,1,0.00011160714285714285
C02616,8,Student,36-45,Pizza,Occasional,1,0.00011160714285714285
C02617,8,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C02618,6,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C02619,10,Family,46-55,Chinese,Regular,2,0.0002232142857142857
C02620,3,Working Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C02621,3,Working Professional,26-35,Cafe,Regular,2,0.0002232142857142857
C02622,1,Student,36-45,Cafe,Frequent,4,0.0004464285714285714
C02623,7,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C02624,5,Working Professional,36-45,North Indian,Frequent,4,0.0004464285714285714
C02625,4,Family,18-25,South Indian,Occasional,1,0.00011160714285714285
C02626,10,Family,36-45,Pizza,Frequent,4,0.0004464285714285714
C02627,4,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C02628,4,Young Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C02629,6,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C02630,8,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C02631,8,Working Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C02632,5,Family,26-35,Cafe,Regular,2,0.0002232142857142857
C02633,6,Working Professional,26-35,South Indian,Occasional,1,0.00011160714285714285
C02634,4,Young Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C02635,9,Working Professional,18-25,South Indian,Regular,2,0.0002232142857142857
C02636,8,Young Professional,18-25,Cafe,Regular,2,0.0002232142857142857
C02637,10,Young Professional,36-45,Momos,Frequent,4,0.0004464285714285714
C02638,10,Student,18-25,Momos,Regular,2,0.0002232142857142857
C02639,1,Working Professional,46-55,Biryani,Frequent,4,0.0004464285714285714
C02640,2,Family,36-45,North Indian,Regular,2,0.0002232142857142857
C02641,9,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C02642,8,Working Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C02643,3,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C02644,8,Student,36-45,Pizza,Regular,2,0.0002232142857142857
C02645,1,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C02646,10,Family,46-55,Biryani,Occasional,1,0.00011160714285714285
C02647,4,Student,46-55,South Indian,Frequent,4,0.0004464285714285714
C02648,3,Working Professional,18-25,Cafe,Regular,2,0.0002232142857142857
C02649,6,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C02650,7,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C02651,4,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C02652,7,Young Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C02653,9,Working Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C02654,2,Student,26-35,North Indian,Occasional,1,0.00011160714285714285
C02655,3,Working Professional,26-35,Cafe,Regular,2,0.0002232142857142857
C02656,5,Working Professional,56+,Healthy,Occasional,1,0.00011160714285714285
C02657,3,Working Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C02658,8,Working Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C02659,10,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C02660,8,Student,18-25,Desserts,Regular,2,0.0002232142857142857
C02661,8,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C02662,9,Family,36-45,North Indian,Frequent,4,0.0004464285714285714
C02663,4,Working Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C02664,5,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C02665,5,Young Professional,46-55,Cafe,Regular,2,0.0002232142857142857
C02666,8,Working Professional,46-55,South Indian,Occasional,1,0.00011160714285714285
C02667,7,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C02668,9,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C02669,8,Student,26-35,Biryani,Regular,2,0.0002232142857142857
C02670,2,Young Professional,36-45,Momos,Occasional,1,0.00011160714285714285
C02671,10,Working Professional,56+,Cafe,Regular,2,0.0002232142857142857
C02672,4,Family,18-25,Healthy,Occasional,1,0.00011160714285714285
C02673,6,Student,18-25,Pizza,Regular,2,0.0002232142857142857
C02674,2,Family,46-55,Pizza,Occasional,1,0.00011160714285714285
C02675,7,Young Professional,36-45,Chinese,Frequent,4,0.0004464285714285714
C02676,3,Student,56+,Pizza,Occasional,1,0.00011160714285714285
C02677,3,Young Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C02678,2,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C02679,8,Family,18-25,Pizza,Occasional,1,0.00011160714285714285
C02680,6,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C02681,1,Young Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C02682,1,Student,26-35,North Indian,Regular,2,0.0002232142857142857
C02683,7,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C02684,8,Young Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C02685,5,Family,18-25,Biryani,Occasional,1,0.00011160714285714285
C02686,5,Student,36-45,Biryani,Occasional,1,0.00011160714285714285
C02687,4,Working Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C02688,6,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C02689,6,Working Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C02690,3,Student,36-45,Pizza,Occasional,1,0.00011160714285714285
C02691,9,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C02692,7,Student,26-35,South Indian,Regular,2,0.0002232142857142857
C02693,1,Family,36-45,North Indian,Occasional,1,0.00011160714285714285
C02694,7,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C02695,5,Working Professional,18-25,Healthy,Frequent,4,0.0004464285714285714
C02696,5,Student,46-55,Cafe,Regular,2,0.0002232142857142857
C02697,2,Student,46-55,Desserts,Regular,2,0.0002232142857142857
C02698,4,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C02699,6,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C02700,10,Working Professional,18-25,South Indian,Regular,2,0.0002232142857142857
C02701,7,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C02702,5,Working Professional,56+,South Indian,Frequent,4,0.0004464285714285714
C02703,9,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C02704,3,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C02705,1,Student,56+,Cafe,Regular,2,0.0002232142857142857
C02706,4,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C02707,9,Working Professional,36-45,Momos,Occasional,1,0.00011160714285714285
C02708,4,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C02709,2,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C02710,10,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C02711,5,Student,18-25,Chinese,Regular,2,0.0002232142857142857
C02712,3,Student,18-25,Cafe,Regular,2,0.0002232142857142857
C02713,9,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C02714,4,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C02715,6,Working Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C02716,2,Student,26-35,Desserts,Occasional,1,0.00011160714285714285
C02717,6,Student,26-35,Chinese,Regular,2,0.0002232142857142857
C02718,3,Student,18-25,Momos,Frequent,4,0.0004464285714285714
C02719,9,Student,36-45,Cafe,Regular,2,0.0002232142857142857
C02720,2,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C02721,9,Student,26-35,Biryani,Frequent,4,0.0004464285714285714
C02722,5,Working Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C02723,8,Working Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C02724,2,Young Professional,36-45,Burgers,Occasional,1,0.00011160714285714285
C02725,6,Young Professional,36-45,Momos,Occasional,1,0.00011160714285714285
C02726,3,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C02727,10,Student,18-25,North Indian,Occasional,1,0.00011160714285714285
C02728,5,Working Professional,56+,Biryani,Occasional,1,0.00011160714285714285
C02729,8,Family,18-25,Cafe,Occasional,1,0.00011160714285714285
C02730,10,Student,36-45,Chinese,Occasional,1,0.00011160714285714285
C02731,1,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C02732,5,Young Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C02733,3,Working Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C02734,4,Student,26-35,Momos,Frequent,4,0.0004464285714285714
C02735,2,Student,26-35,Burgers,Frequent,4,0.0004464285714285714
C02736,9,Working Professional,36-45,Healthy,Regular,2,0.0002232142857142857
C02737,3,Student,46-55,Momos,Frequent,4,0.0004464285714285714
C02738,2,Family,36-45,Momos,Regular,2,0.0002232142857142857
C02739,10,Family,18-25,Chinese,Frequent,4,0.0004464285714285714
C02740,9,Student,46-55,Chinese,Occasional,1,0.00011160714285714285
C02741,7,Young Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C02742,6,Working Professional,46-55,Burgers,Occasional,1,0.00011160714285714285
C02743,1,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C02744,5,Family,36-45,North Indian,Occasional,1,0.00011160714285714285
C02745,3,Family,26-35,South Indian,Regular,2,0.0002232142857142857
C02746,1,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C02747,4,Young Professional,56+,Biryani,Regular,2,0.0002232142857142857
C02748,2,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C02749,2,Young Professional,18-25,Desserts,Regular,2,0.0002232142857142857
C02750,3,Working Professional,46-55,Cafe,Regular,2,0.0002232142857142857
C02751,8,Family,18-25,South Indian,Occasional,1,0.00011160714285714285
C02752,8,Young Professional,46-55,Biryani,Regular,2,0.0002232142857142857
C02753,7,Family,36-45,South Indian,Occasional,1,0.00011160714285714285
C02754,6,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C02755,9,Working Professional,26-35,Biryani,Frequent,4,0.0004464285714285714
C02756,4,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C02757,1,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C02758,8,Young Professional,46-55,Momos,Frequent,4,0.0004464285714285714
C02759,7,Student,46-55,North Indian,Regular,2,0.0002232142857142857
C02760,7,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C02761,3,Young Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C02762,4,Working Professional,46-55,Biryani,Occasional,1,0.00011160714285714285
C02763,10,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C02764,9,Working Professional,18-25,South Indian,Occasional,1,0.00011160714285714285
C02765,6,Family,36-45,Momos,Occasional,1,0.00011160714285714285
C02766,5,Student,46-55,South Indian,Frequent,4,0.0004464285714285714
C02767,3,Young Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C02768,9,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C02769,5,Working Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C02770,5,Working Professional,36-45,Momos,Regular,2,0.0002232142857142857
C02771,4,Family,46-55,South Indian,Occasional,1,0.00011160714285714285
C02772,4,Student,56+,Biryani,Occasional,1,0.00011160714285714285
C02773,1,Student,26-35,Biryani,Regular,2,0.0002232142857142857
C02774,7,Working Professional,36-45,Healthy,Occasional,1,0.00011160714285714285
C02775,9,Young Professional,56+,Chinese,Regular,2,0.0002232142857142857
C02776,3,Student,18-25,Pizza,Occasional,1,0.00011160714285714285
C02777,2,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C02778,3,Young Professional,46-55,North Indian,Occasional,1,0.00011160714285714285
C02779,1,Student,18-25,Cafe,Occasional,1,0.00011160714285714285
C02780,6,Student,18-25,Cafe,Occasional,1,0.00011160714285714285
C02781,7,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C02782,2,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C02783,8,Student,18-25,Biryani,Frequent,4,0.0004464285714285714
C02784,6,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C02785,4,Working Professional,56+,South Indian,Frequent,4,0.0004464285714285714
